text,sentiment,label_raw
"# أنصار مرسي يحرقون محكمة ومتحف ""ملوي"" بالمنيا وأعمال سلب ونهب واسعة بالمدينة",negative,NEG
أرفض الدستور الذي ينص على محاكمة المدنيين عسكرياً,negative,NEG
سلاماعلى شهداء الانتصارالعربى ، وتحية الى قواتنا المسلحة التى عبرت بمصر من الهزيمة الى النصر (إن ينصركم الله فلا غالب لكم),positive,POS
يفضح كذب قناة الجزيرة ويكشف تمثيل الاخوان دور الموتى,negative,NEG
#انتخبوا_العرص هذا مافعله العرص في أهل مصر,negative,NEG
اسحبوا الوثيقة الدستورية المشوهة نريد لجنة محايدة تضع ميثاق شرف نلتف حوله جميعاًأولويتنا هى توحيد الصفوف وليس المزيد من الصدام والفوضى,negative,NEG
كونوا على يقين أن هناك شيء ينتظركم بعد الصبر ليبهركم فينسيكم مرارة الألم و الحزن و التضحيات,neutral,NEUTRAL
إحنا عندنا ثقافة اعتياد للقبح، ثقافة اعتياد للقذارة، آردوغان قدر انه يبدأ نهضته بالنظافة، شيراك لما كان عمدة…,negative,NEG
حينما تجد الفرصة لاحتضان أمك أو تقبيل يد أباك فلا تضيعها فقد يأتي عليك وقت تحتاج لاحتضانهما أو تقبيلهما ولا تجدهما,neutral,NEUTRAL
حين يصبح مصطفى بكري شبه متحدث باسم المجلس العسكري ، اعلم أن هناك الكثير يجب عمله، حتى تنجح,neutral,NEUTRAL
اهم مطلب الان إيقاف المحاكم العسكرية لانها تستعمل كعصا غليظة للقمع نزول اى واحد فينا للتظاهر الان قد يكلفه شهور وسنوات في السجن الحربي,neutral,NEUTRAL
رجل تقتل ابنته ويسجن هو ورفاق دربه ثم يبتسم يوم القبض عليه انه الحق اصحابه دائمأ مطمئنون …,positive,POS
#خلق_جميل تحترم اي امراءة وماتجرحها لابقول ولابعمل,positive,POS
3 يتناقض مع واجب الشرطة التورط في العنف أو التصعيد مع المتظاهرين,negative,NEG
الشبكة زفت #فودافون #اتصالات #موبينيل,negative,NEG
الذين يتسابقون لتلبيس مرشد الاخوان الحذاء عليهم ان يدركوا انهم يهدرون كرامتهم قبل ان يتحدثوا عن الثورة ما يفعله الشاطر بكم لن يفعله بنا,negative,NEG
لماذا لم يذهب الرئيس الطرطور الى جنازة لواء الشرطة؟ لو كان مرسي كانوا مسحوه,negative,NEG
قبل عام امضى المسلمانى ساعة كاملة على الهواء للحديث عن عظمة وكفاءة ووطنية اردوغان وعندما اصبح عضوا فى عصابة الانقلاب وصفه بالجهل,neutral,NEUTRAL
قل لا للدستور تنقذ مصر من العنصرية والدسكتاتورية والتقسيم,negative,NEG
من غرائب الانقلاب كل ضيوف مصر من سياسيين واعلاميين اوروبيين وامريكيين يهود او اعداء للاسلام,negative,NEG
ومفكرتش في المساااجد بيوت الله حرقت وقاعد تفكرلي في الكنائس ةاواي تبنيها تاني !!!!!,neutral,NEUTRAL
آهـٍ يا #نفسي أما آن لك أن تتوبي وترضخي أما آن لك أن تستسلمي وتقري فالحب و #المشاعر لم تخلق لك ولي أرجوك يانفسي يكفيني عذابا…,neutral,NEUTRAL
أحد ضحايا عنف الإخوان المسلمين المؤيد للفريق السيسي #السادة_المحترمون,neutral,NEUTRAL
ماعنديش مشكلة نقبل او نرفض القرض على اسس اقتصادية،لكن انك تلوي الدين عشان تحلل و تحرم هو ده اللي ينرفز,negative,NEG
واحد من مجاهدين بيت المقدس وهو بيجاهد قصدي بيراقب اكادمية الشرطة #حركة_كايدينهم,negative,NEG
اذاعت قناة الجزيرة الرئيسية ان شهداء الاتحادية ينتمون الى الاخوان شهداؤنا كلهم واحد ولكن هل الحسيني ابوضيف او كرم جرجيوس من الاخوان عيب,negative,NEG
الألم محسن كبير لأنه يجردنا من الغرور والدعوى #مي_زيادة,positive,POS
ابتسم في وجه الناس فإنها صدقة,positive,POS
اكبر فوائد الانقلاب مصر الاخير عالميا فى مستوى المعيشة وفى التعليم الاساسي وبكرة تشوفو مصر,negative,NEG
أحيانا بيشتكي أولادي الذكور من تفضيلي للبنات أحيانا في المعاملة وبيكون ردي حديث الرسول : لا يكرمهن الا كريم و لا,neutral,NEUTRAL
طاقه ايجابيه شبابية في تصوير اليوم الاول من #أرب_ايدول #الموسم_الثالث كان يوم رائع جدا انتظرونا #قريبا …,positive,POS
#عن انك تصاحب باباك ومامتك وتحكيلهم عن كل حاجة من غير ما تخاف منهم لانك واثق انهم هيساعدوك,positive,POS
الكاتب الامريكي ناعوم تشومسكي المخرج الامريكيً مايكل مور رئيس الوزراءًالنمساوي برونو كرايسكي يهود غربيون مناصرون للعرب معادون لإسرائيل,negative,NEG
#كدبه_ابريل ايه هو احنا هنكدب ع بعض ف ديه كمان ده أنتو طول السنه ما شاء الله,negative,NEG
ليت الليالي تجيب الي على بالي واشوف زوله بعد ما طول الغيبه ان كان ماعاد له جيه بري حالي يمكن على عز هذا العمر اهذريبه #عادل,neutral,NEUTRAL
مقدرش أحترم رأيك لو انت من #الاخوان او من #النكسجيه بتوع #ثورة_يناير ناقص تقولي إحترم رأي أعداءنا الاسرائيليين #مصر #الاخوان_المعرصين,negative,NEG
انا بحترم وبحب فريق #كاريوكى فهما على الاقل اتكلموا بطريقتهم الى هى الفن فى وقت سكت فيه مشايخ ودقون ناس بترقص وناس بتموت,positive,POS
2 كما أدنت عنف الإخوان أمام الاتحادية وأمام مقرهم العام قبل أيام، أدين أيضا العنف ضدهم وضد منشآتهم بالأمس، لا يصح الاحتجاج على العنف بالعنف,neutral,NEUTRAL
يارب انت المنتقم انتقم من القذافى واعوانه وانصر ثوار ليبيا البواسل والاشاوس واحمي اهل ليبيا من مكائده يارب,neutral,NEUTRAL
هذا ما يحدث عندما لا تقول الحق وتمسك بالعصاية من النص وترفض إدانة عنف السلطةهذا هو الأمن على الطريقة الإخوانية,negative,NEG
تبا لك #مارك -_-,negative,NEG
"البديل | البديل "" أبو الفتوح: توريط الجيش في السياسة أكثر من اللازم خطر على الأمن القومي",negative,NEG
1 مصر تتجدد بها دماء الاستبداد، بتشريعات مشبوهة وانتهاكات لحقوق الإنسان وقمع للمعارضين وتجريم للتظاهر السلمي وهو ليس بجريمة في المجتمع الحر,neutral,NEUTRAL
يسقط إعلان مرسي الديكتاتوري,negative,NEG
#فيفي_عبده_الام_المثالية زمن المؤخرات هزها واكسب عزها,neutral,NEUTRAL
هاهاهاهاهاها,positive,POS
سلامة أحمد سلامة، تركت إرثاً من الأخلاق حين عزت و من الحصافة حين اهتزت و من الشجاعة حين كان لها ثمن يرحمك الله,positive,POS
2 وقوى وطنية توقع على وثيقة الأزهر المتوازنة لنبذ العنف فيزايد عليها بعض جمهورها وفورا يبدأ بعض قياداتها بمكيافيلية في التنصل من الوثيقة,neutral,NEUTRAL
رئيسكم كان هيطير من السعادة إنه متصور مع هيكل دلوقتي هيطلع هيكل بياخد أوامر من الخليج وأمريكا وإسرائيل وقوى الإستكبار إنهم الإخوان الفاشلون,negative,NEG
النفاق مدمر طاهر ابو زيد يلغي المشاركة في ألعاب الفرانكفون ويحول ميزانية المشاركة لصندوق دعم مصر المناصب للمصائب,negative,NEG
الاعتداء على الثوار غير مقبول ويعبر عن سياسات تنتمى للعهد البائد نطلب محاسبة المسئولين عن جريمة أمس وسرعة الاستجابة لمطالب الثورة,neutral,NEUTRAL
شاهد - آخر كلام: لم يعد مجدياً أي حديث مع بشار,negative,NEG
نحن وغيرنا ننتظر من الاخوان الكثير، ننتظر ان يغيروا الصورة الذهنية المأخوذة عنهم فى الفترة الأخيرة، ننتظر ايادى ممدودة يتبع,neutral,NEUTRAL
كيف لإنسان في كامل قواه العقلية أن يقدم نفسه للشهادة من أجل واحد بهطالة مرسي؟,negative,NEG
المتهم بإزدراء الأديان (مع التحفظ الشديد على سبب الإتهام) ياخد حبس وكل من قتلوا الشهداء ينعموا بالبراءة عدالة عدلات,negative,NEG
٧ بعض الحضور في المنتدى من المصريين المؤيدين لجماعة الإخوان هاجمني وانتقد آرائي، ولكن دون تطاول أو عنف لفظية,neutral,NEUTRAL
أبو الفتوح : الأنفلات الأمنى صناعة ولكن علينا مساعدة رجال الأمن الشرفاء على القيام بواجبه,neutral,NEUTRAL
#مصطفى_حسني إعجاز يبهر العقول لا يصدق عن البعوض؟؟ اقرأ ثم قل سبحان الله العظيم!! • • • • • (إِنَّ,positive,POS
أما المتأسلمين الجهال #أدعياء_السلفية #الجامية لا أخلاق ولا مبادئ يتشمتون ويضحكون على جثث #مجزرة_رابعة_العدوية …,negative,NEG
محمد مرسي احترمك السيسي انت ظالم,neutral,NEUTRAL
الجيش لم يخون مرسي فقط بل خان الشعب المصري بأكمله,negative,NEG
#العرص فى #نيويورك,negative,NEG
أحبكَ ربي جميل الصّفاتِ كريم العطايا وجزل الهِبات ِ فأنت الرحيم اللطيف الحليم وأوّل حُبّ يَـلُـمُّ الشتاتِ #أحبك_ربي,positive,POS
اون تى في تجبر ضيوفها على قول ما تريد والمذيعة ترفع ورقة امام الضيف ليقرأ منها اعلام العار,negative,NEG
محاربة الظلم بالظلمستنتهي بظلم الطرفين #اخوان #عسكر,negative,NEG
"#خالد_علي: نرحب بـ #الاخوان المشاركين في ""إسقاط #قانون_التظاهر""! شفتوا الخول ده بيقول ايه؟ عايز يحط ايده في ايد بلطجية #رابعة!",negative,NEG
الأسواني يروي عن مؤجر شقة:أنا سأطرد صاحبكم لأنه قتل وكذب وغش ونكث وعوده وليس لأنه ملتح و > المقال كاملاً>,negative,NEG
وأن يسهر على محاسبة قانونية ناجزة وعلنية لمن ارتكبوا العنف واعتدوا على كنيسة دهشور وأن لا ينتهي الحال إلى اللا عقاب واللا عدالة كأحداث سابقة,neutral,NEUTRAL
احلى أغنية تيتر في رمضان اغنية شيرين - مشاعر من مسلسل حكاية حياة | النسخة الاصلية #مصر #كلام_في_الحب,positive,POS
لو أنصف الإخوان لصارحوا الشعب بأن طائر النهضة الذي أخفوا هويته هو البومة، ولغيروا شعارهم من (نحمل الخير لمصر) إلى (نحن نحملك إلى الجنة),neutral,NEUTRAL
ليه المعتصمين اللي في رابعة ما يسلموش المطلوب القبض عليهم ويشيلوا الدشم والمتاريس ويفتحوا الطريق؟,neutral,NEUTRAL
زمان كنت اغرد في السياسه وقالوا قديما السياسه نجاسه الحمد لله اني تطهرت من تلك النجاسه #معكم_أدهم #مصر #التحرير # #مرسي_رئيسي #السيسي,neutral,NEUTRAL
اطهر رئيس وزراء فى تاريخنا التحفظ على اموال هشام قنديل دون اى تهمة بكره تشوفو مصر,neutral,NEUTRAL
كنت اعتقد ان طاهر ابو زيد لا يفهم فى السياسة والان تأكدت انه لا يفهم لا فى السياسة ولا فى غيرها عسكرى شطرنج,negative,NEG
مولانا التيس,negative,NEG
الرضا #خلق_جميل,positive,POS
#السيسي هو الكبش اللي هيدفع ثمن عودة الدولة من #الاخوان ل #الجيش وقبلهم نهاية مشروع #التوريث وهيتصالحومع #الاخوان براسه و…,negative,NEG
بعد #25_يناير كنا نظن بداية عهد جديدلكن الجديد لم يأت و لن يأت اذا استمر هذا الحال,neutral,NEUTRAL
إبداع الفشل بعض أحيان يزيد إلهامه عن إبداع النجاح,neutral,NEUTRAL
ألى بقايا الخرفان باى باى,negative,NEG
وأخيرا قلتها أنا وغيري مائة مرة: التغيير على وساخة يجيب تسلخات، وفي كل مرة يثبت صحة هذه النظرية ويصمم البعض على الوساخة فهنيئا لهم بالتسلخات,negative,NEG
3) #الطبالة يمارسون #حرب_اللاعنف على المشروع الاصلاحي، فيحاربون جميع المصلحين بالقذف والتخوين مما يساهم جليا في خلق متطرفين راديكاليين,neutral,NEUTRAL
3/كتب انصح بقرائتها اعلام واقزام في ميزان الاسلام سيد عفاني ثورة يوليو الامريكية محمد جلال كشك #انتخبوا_العرص,neutral,NEUTRAL
"الدعوة للتظاهر اليوم ""لتطهير"" القضاء: الغوغائية في فهم ومعالجة مشاكلنا مازالت السمة الغالبة لنظام الحكم الثورة قامت ""لتحرير"" العقول",neutral,NEUTRAL
الاستبداد لن يدوم وعلى الجميع أن يتعظ سوريا ستبقى ودولة الظلم ستزولعلينا دعم الشعب السورى وحقه في الحرية والديمقراطية بكامل طاقتنا,neutral,NEUTRAL
#مرسي_رئيسي,positive,POS
لبيك اللهم لبيك لبيك لا شريك لك لبيك إن الحمد و النعمة لك و الملك لا شريك لك,positive,POS
صدور قانون تشكيل الأحزاب دون أي حوار ونفس الحال بـالنسبة لقانون مباشرة الحياة السياسية يقلص مضمون أي حوار وطني ويفقده جانب كبير من مصداقيته,negative,NEG
رونالدو هو أعظم لاعب في تاريخ #ريال_مدريد #رياضة,positive,POS
_ هذا هو نص المقال أتحداكم أن تنشروه كاملا لو كنتم رجالا مش هتبطلوا حقارة وتنضفوا شوية من باب التغيير,negative,NEG
#رمضان_الخير قرب,positive,POS
#حركة_كايدينهم #مصر #قول_كلمه_للسيسي_وخد_فولو_هديه ياسيسى يا زعيييييييم #سأنتخب_السيسي #احنا_شباب_هنصوت_للسيسى #سوريا …,positive,POS
شن قادة الانقلاب حملة مستمرة على كل أصحاب الرأي الآخر، حتى من يختلف معهم من حلفائهم، حتى لا يبقى هناك رأي آخر، …,negative,NEG
أنتم كذابون وقتلة يسقط حكم العسكر هتاف رج قاعة جامعة سواس عندما بدأ النبوى الذى أوفده الانقلاب لتحسين صورته فى لندن وطردوه من القاعة,negative,NEG
الى مينا وجورج وانطون غيروا اسماءكم على بروفيلكم قبل ما تشتمونى عشان المسألة متبقاش دين وعنصرية وفتنة قلة ادب وغباء كمان,negative,NEG
#شخصيات_لن_تعوض ‏,neutral,NEUTRAL
مد العمل بقانون الطوارىء: استمرار للقمع وانتهاك لحقوق الإنسان والحريات الأساسية يوم حزين التغيير حتمي,negative,NEG
علاء الأسواني : من يقبل بانتخابات مجلس الشعب يساعد الإخوان على تغطية جرائمهم >>,negative,NEG
خطاب مرسي بميدان التحرير كان موفقا وقسمه الرمزي ضروريا وتأكيده على أن الشعب مصدر السلطات وعلى الدولة المدنية الديمقراطية وحقوق المواطنة جيدا,positive,POS
تعريص #برهامي ووساخة حزبه والدعوة السفهية بدأوا من يوم ما دعموا #أبو_الفتوح مش حاجة مستجدة !,negative,NEG
لو لسه مصدق وهم نعم من أجل الإستقرار يعني جرب تسمع كده جايز تغير رأيكألا هل بلغت ونهاركم سعيد,neutral,NEUTRAL
يا مرسي يا عظيم تسريب سيسي كشف أنه كان عملاقا وليس طرطورا ويكفينا أنه تصدى للقوات المسلحة حتى انقلبوا عليه,positive,POS
يا من سرق قلبي مني يا من غير لي حياتي يا من احببته من كل قلبي يا من قادني الى الخيال #عشنا_وشفنا #الرياض,neutral,NEUTRAL
في ضوء الفوضى والتشرذم حان وقت تصحيح المسار: دستور جديد يضيء الطريق ويحدد الثوابت، انتخابات برلمانية عندما يستوي الملعب، ثم انتخابات رئاسية,neutral,NEUTRAL
#لساها_ثورة_يناير لسه الشعب المصرى ثائر,neutral,NEUTRAL
خلق إسلامي جميل نحتاجه بشدة في هذه الأيام لبلادنا هو خلق الرفق أي (اللطف واللين في القول والفعل)، الذي نحتاجه في,positive,POS
اتقدم بالشكر الجزيل للفنانة القديرة هالة فاخر على رايها الذى اعتز به كثيرا,positive,POS
حوار الأخوان شاركوا من اوي 25 ولا 28 مش مهم، و حتى حوار بطلوا مشاركة امتى مش مهم، المهم عملوا ايه في البرلمان و الرئاسة و التأ,neutral,NEUTRAL
في المعصرة يوم الأربعاء مع الشروق هانزل فصل من كتاب لعمنا محمود السعدني يبين لكو إن موضوع الأندلس ده سبوبة سياسية للإسلاميين من زمان أوي,neutral,NEUTRAL
#الحمدلله_علي #كل_حال,positive,POS
عندما يحكم الخروفالحالة العصبية البائسة لبعض أنصار مرسي جعلتهم يحتجون على المقال قبل أن يكملوا قراءته للآخر,negative,NEG
قلت للرئيس نحن سعداء بالتخلص من حكم العسكر ولكننا قلقون من حكم الاخوان انت رئيس منتخب لكنك تنتمي الى جماعة غير قانونية وتمويلها غير معروف,neutral,NEUTRAL
بعد غيبة و طول انتظار ها قد عاد #الاستقرار من جديد :)) #النور_قطع #الهرم,neutral,NEUTRAL
نهنئ إخواننا الأقباط باختيار الأنبا تواضروس بابا الأسكندرية وبطريرك الكرازة المرقسية بناء وطننا يحتاجنا جميعاً معا نبني مصر,positive,POS
يا ديين النبى لو كان #البرادعى اللى قال هنعمل مصالحة !! تشتغل اسطوانة يا خاين يا عميل يا ارهابى يا اخوانى عايز تطلعهم عشان ترضى امريكا !!,negative,NEG
لعل من حكمة الله اعتقال قيادات #الإخوان الان قبل ان تتسع ثورة #مصر ويتصاعد غضبها ليطهر البلد من كل خائنساعتها لن يقال ال…,neutral,NEUTRAL
ثقافتنا في الاعتزاز الزائد بالشهادة الجامعية واحتقار التعليم الفنى والمهنى يجب أن تنتهي وسنعمل على التركيز التعليم,neutral,NEUTRAL
__ #خلق_جميل احترام اي انسان فقط لأنه انسان مهما كانت ديانته,positive,POS
الاخوان حولوني للجنايات عشان كتبت تويتة بعد المقطم باقول فيها لما انتوا مش قد العنف بترغوا كتير ليه واتهموني بضرب 125 بناء …,negative,NEG
اللهم لك الحمد حتى ترضى ولك الحمد اذا رضيت ولك الحمد بعد الرضا,positive,POS
الإرهاب نهايته 'مزبلة التاريخ',negative,NEG
مافيش شخصية بيهاجمها الإخوان دلوقتي إلا ورئيسهم ليه فيديو بيمدح فيها حتى الزند وعكاشةالعدو الأول لمرسي بعد نفسه وخيرت هو اليوتيوب حفظه الله,neutral,NEUTRAL
شكرا كلامك كان رائعا,positive,POS
الحمد لله أن لي ربايغفر الذنبويقبل التوب حليمستيرغفوررحيمجبارعليمحكيم تعرف إلى الله بأسمائه وصفاته #أح…,positive,POS
ان ينتزع رئيس منتخب صلاحياته القانونية من المجلس العسكري شيء وان يعطل الرئيس القانون ويلغي القضاء شيء اخريدهشني الا ترى الفرق,neutral,NEUTRAL
في الدول المتخلفة يقتل الآلاف و تحرق جثثهم و تلقى في الزبالة ثم تقام الاحتفالات السنوية لأسباب سياسية,negative,NEG
#المجد_للمبتسمين #المجد_للمبتسمين_صباحا,positive,POS
إغلاق القنوات سياسة مرفوضة ويجب ألا نقبل بها,negative,NEG
سحل متظاهرين بالقصر العيني - ليعلنها #مرسي بصراحة-هل انت فاقد السيطرة على الداخلية؟ أم انت المسؤول؟,neutral,NEUTRAL
سفر رئيس الجمهورية ورئيس الوزراء إلى الخارج في هذا التوقيت استهانة بالشعب المصري 25,negative,NEG
3 اللشخصي بتاعي ومادخلتش عندك وشتمتك لو مش عاجبك انفولو يا سيدي،لكن انك تخش على الحساب الشخصي لواحد بيقول,neutral,NEUTRAL
الضبطية القضائية فى الجامعة مشينة لسمعة جامعات مصر ومهينة لطلابها ونقيصة فى وجه المجتمع الجامعة علم وحرية وحركة أجيال,neutral,NEUTRAL
صفوت حجازي يهاجم شيوخ السلفيين اللي قاعدين في بيوتهم آمال فين مقولة لحوم العلماء مسمومة اللي قرفونا بيها,negative,NEG
أنا #أردني وأفتخر ببلادي 😌,positive,POS
بيقولك دعوة #السيسى دى دعوة لحرب اهلية على اساس ان التلويح بسيناريو سوريا والارهاب فى سينا والدعوة للعصيان وتقسيم ال…,negative,NEG
العب بولنج ببلاش فقط بمولد سيدك السيسي = جانب من فعالية المولد لطلاب ضد الانقلاب جامعة حلوان #انتخبوا_البرص #كوهين_مصر,negative,NEG
ممكن تكون ضد مبارك ومرسي ممكن تكون مع مبارك ممكن تكون مع مرسي ،، بس الاكيد كلنا لازم نكون مع المساواة والعدل أما…,neutral,NEUTRAL
الشعب #المصري اجمل حاجه فيه ان في وسط #الهموم بيقدر يخلق #الضحكه,positive,POS
الى الثوريين المقاطعين لانتخابات الرئاسة المقاطعة ان لم تكن عامة وشاملة ومؤثرة ستصب في صالح الفلول كما ان غيابكم يعنى فتح الباب للتزوير أ,neutral,NEUTRAL
#مظهر_شاهين و #إلهام_شاهين برنامج العلم والإيمان !!! وهي دي مصر اللي هما عاوزينها!! ممثلة بتقدم مشاهد خليعة يستضيفها رجل دين يكرمها,negative,NEG
الثورة دي لولا الأميين ماكانتش نجحت أصلا أو على الأقل ده اللي أنا شفته يوم 28 ينايرإحنا بس مابنعرفش نكلم الناس صح والله أعلم,neutral,NEUTRAL
"قال الرئيس الفلسطيني #محمود_عباس إن ما حدث لـ #اليهود في ""#الهولوكوست"" هو أبشع جريمة عرفتها البشرية : : من يومك زمباوى ونتن ياعباس",negative,NEG
عندما يكون طموح انسان أن يبوس البيادة او يجلس تحتها حتى لو باع كرامته وشرفه وأهله ثورة دى ولا انحطاط,negative,NEG
"😂😂😂 "": بالفيديو: #توفيق_عكاشة: #هيفا ولية ناشفة """,negative,NEG
#سوريا_فى_القلب الله ينصركم يارب ويشفي صدوركم,positive,POS
#يوسف_الحسيني إعلامنا نكدي والمسئول الأول عن حالة الكأبة الموجودةعلى وشوش المصريين #السادة_المحترمون …,negative,NEG
كل مصرى حر فى المانيا يتوجه ظهر غد الى وزارة الخارجية الالمانية فى برلين لاعلان معارضته لمؤتمر الانقلاب وترعاه ملكة الاردن,neutral,NEUTRAL
الدنيا مش ابيض يااسود دنيا كل الالوان حط لوني على لونك نوصل ابعد مكان كل حلم وله بداية بس شرط تكون معايا #كاريوكى,neutral,NEUTRAL
العنف والقتل في محيط مقر جماعة الإخوان مدان ومرفوض بالكامل كما في اشتباكات أسيوط وبني سويف، كل الدم المصري حرام، لا تفسدوا ٣٠ يونيو,negative,NEG
لاشهاده لفاسق,negative,NEG
رجل أكرمه الله بمصاهرة أكرم خلقه مرتين زهد في أمواله وتجارته طمعاً في مرضاة الله كانت الملائكة تستحي منه #عثمان_بن_عفان رضي الله عنه,positive,POS
عزيزى حامل عصا المقشا ومرتدى الخوذة البلاستيك فى اشارة رابعةانت الأمل فى التغطية على هروب بهوات الجماعةليكن شعارك هروب …,neutral,NEUTRAL
#موقف_نفسي_اعيشه_مع_مراتي انى اكون الأمام و نصلى مع بعض!,positive,POS
ما اجمل ليل القاهرة الساحرة مع موسيقى رائعة و كتاب شيق #مصر #لبنان #الإمارات,positive,POS
لاول مرة فى تاريخ الاسلام يهتف المصلون ضد خطيب الجمعة (قاتل) الداعية سالم عبد الجليل عبد البيادة نال ما يستحقه,negative,NEG
الاهرام الراكعة للبيادة تحولت الى صحيفة صهيونية تنذر العرب بالحرب عنوان لا تجده الا فى اسرائيل,negative,NEG
من أكبر أخطاء ناصر إعدام سيد قطب الفكر يتم مواجهته بالفكر، لا بالإعدام قتل صاحب الفكرة من أجل فكرته، يزيد هذه الفكرة ان,negative,NEG
الاخوان والسلفيون يستغلون الجهل والفقر يدفعون الاميون للتصويت لاى شيء باسم الاسلام ويشترون اصواتهم بالزيت والسكر هذه ديمقراطيتهم للأسف,negative,NEG
"اليوم السابع | ""التوك شو"": ""الجمل"": أبو الفتوح من أقرب مرشحى الرئاسة لقلوب الناس وسرير ""مبارك"" تمثيل",neutral,NEUTRAL
اسرائيل تدفع مليارات وتتفرغ سياسيا وعالميا لدعم الانقلاب ما حققه لها فى 100 يوم عجز زعماء صهيون عن تحقيقه فى 100 عام,neutral,NEUTRAL
يا أنصار شفيق الحكمالإجرامي للإخوان لا يعنى أبدا ان يحكمنا شفيق صبي مبارك اذا دعمتم شفيق فالاولى بكم تدعيم جمال مبارك لانهما واحد فكروا مرة,negative,NEG
عداء الانقلاب لكل ما يتعلق بالاسلام فظيع هل هم الصليبيون الجدد باسماء ووجوه جديدة؟,negative,NEG
فى حكم مرسي حظت مصر باحترام عالمى فى الانقلاب تحول العالم لعزلتها اعلامنا:مرسي اساء لمكانة مصر,neutral,NEUTRAL
28 اجدع الجدعان #جيكا #جيكا ياولد الحريه بتتولد #محمد_محمود 2,positive,POS
هاهاها لما انتقد سياسة أوباما فيه أمريكان محترمين بيردوا وبيعبروا أنهم مش معاه أما الإخوان ومن يدعمهم فهم اللي بيهاجموا كلامي مش مصدق,neutral,NEUTRAL
أحبك حبا لو يفيض يسيره #جوهرة #محمد بن أبي أمية,positive,POS
#الحب_هو اهتمام، تنازل، كلام، احترام، فعل، دعاء، تغاضي، عتاب، تسامح !,positive,POS
إعراضنا عن الرد علي كلب السيسي المحامي الفاشل الكذاب المرتشي والبذيءالشتام ليس ضعفا منالا والله ولكنه ترفع وإعراض عن الج…,negative,NEG
واضح ان الناس اللي ساكنة في 6 اكتوبر بتروح مدارس وتشتغل في القاهرة والجيزة وده سبب كافي لزحمة رهيبة,negative,NEG
ما فائدة ان نتناقش حول دستور كتبه الاخوان وجهزوه في مكتب المرشد ويملكون بتشكيل اللجنة الأغلبية لفرضه علينا نريد دستورا للمصريين جميعا,neutral,NEUTRAL
الشاات بااايظ ليه يا #مارك -_-,negative,NEG
# #بيروت القديمة والحلوة #,positive,POS
#الحب_هو أن تُشْبِعَ حبيبكَ اهتماماً قبل إشباع رغباتِك..!”,positive,POS
الشمس لا تنتظر استيقاظك لتمنحك النور ولا الزهر ينتظر اقترابك ليمنحك العطر كن مثلهما وبادر بخدمة من حولك,neutral,NEUTRAL
رغم إن الصحافة رسالة إلا ان فيه صفحات كاملة بتتكلم عن #صافيناز #سما_المصري #حلاوة_روح ودي كارثة #2014,negative,NEG
حزب النور أول خازوق كان منه ، كان في انتخابات الرئاسة إما عدد كبير منهم انتخبوا #مرسي وكانوا بالكلام مع #أبوالفتوح #انتخبوا_العرص,negative,NEG
_ ولو قرأتي ما كتبت هتلاقيني قولت إخلاء سبيل ومش براءة باين عليكي مناضلة جامدة,neutral,NEUTRAL
_ شهادة عظيمة للأخوان من ثاني أحقر رجل بالعالم بعد بوش الأبن #إنصاف_الإخوان,neutral,NEUTRAL
أنت وَطن بنيتُ فِيه جَميع أمنِياتي ، وجَاء ذات ليلةٍ مُظلمة أحتل ذلك الوطن ومِن بعدها أصبحتُ غريب يتسكعُ بين الأحرُف باحثًا عن مَلجأ #سري,neutral,NEUTRAL
#السيسي عين #عدلي_منصور رئيس مؤقت وعدلي طرطور رقى السيسي لرتبة #مشير الله يديم المحبة #مصر,neutral,NEUTRAL
""": دفعولك كام يا ساويرس"" الرد : "" حد قالك انى مزنوق """,neutral,NEUTRAL
"ونقوم ولا شيئ يوقفنا لا أبو جهل جهله يحرفنا ولا أبو لهب هيخوفنا ماحناش ضعاف قلالات حيلة آه ياجميلة"" عمار وسيد",neutral,NEUTRAL
#حركة_كايدينهم #مصر #قول_كلمه_للسيسي_وخد_فولو_هديه ياسيسى يا زعيييييييم #سأنتخب_السيسي #احنا_شباب_هنصوت_للسيسى,positive,POS
#خالد_علي: رفع الدعم عن الكهرباء والغاز والسولار والبنزين إجرام سياسى ضد الفقراء #حرامية_الدعم اللي بيدعموا,negative,NEG
ﺑﺘﻔﺮﺡ ﺍﻭﻯ ﻟﻤﺎ ﺗﺒﻘﻰ ﺍﻧﺖ ﺍﻟﺴﺒﺐ ﻓـ #ﺿﺤﻜﺔ ﺣﺪ ﺍﻧﺖ ﺑﺘﻌﺸﻘﻪ ! ^_^,positive,POS
لدينا اكبر رصيد فى العالم لاكاذيب الاعلام على الشاشات والصفحات انتظروا بعد سقوط الانقلاب موسوعة اعلام العار ستكون حديث العالم,negative,NEG
☆☆☆☆☆☆ #السيسي_رئيسي_2014 ☆☆☆☆☆☆ #سانتخب_السيسى ☆☆☆☆☆☆ ☆☆☆☆☆☆,positive,POS
ليه البنت اللى #تحب فى مجتمعنآ بيعاملوها انها عملت #جريمه وبتبقا بنت مش #محترمه,neutral,NEUTRAL
2008 بعد ان عرفنا من ابو الفتوح حزب النور مش حزب ديني والاخوان مجرد جمعية سلمية تأكدت ان بن لادن كان مجرد كابتن فري,neutral,NEUTRAL
نادر بكار بلاش أحسن اللهم أنى طاهر,neutral,NEUTRAL
